invoice_no,customer_id,gender,age,category,revenue,payment_method,invoice_date,shopping_mall,year,month,day_of_week,day_of_week_num,age_group,year_month
I176498,C108567,Female,36,Clothing,2972.49,Credit Card,2022-03-13,Metrocity,2022,3,Sunday,6,36-50,2022-03
I128206,C229439,Female,26,Cosmetics,525.02,Credit Card,2022-03-13,Istinye Park,2022,3,Sunday,6,26-35,2022-03
I745398,C996511,Male,59,Food & Beverage,113.59,Credit Card,2022-03-13,Kanyon,2022,3,Sunday,6,50+,2022-03
I283297,C215531,Female,25,Toys,636.37,Credit Card,2022-03-13,Metrocity,2022,3,Sunday,6,18-25,2022-03
I298947,C103803,Female,29,Clothing,1018.72,Debit Card,2022-03-13,Kanyon,2022,3,Sunday,6,26-35,2022-03
I550983,C309835,Female,59,Clothing,1510.69,Cash,2022-03-13,Mall of Istanbul,2022,3,Sunday,6,50+,2022-03
I277698,C225915,Male,30,Clothing,2191.52,Cash,2022-03-13,Mall of Istanbul,2022,3,Sunday,6,26-35,2022-03
I429222,C133222,Female,25,Books,392.36,Cash,2022-03-13,Mall of Istanbul,2022,3,Sunday,6,18-25,2022-03
I911945,C118693,Male,23,Food & Beverage,66.97,Credit Card,2022-03-13,Metrocity,2022,3,Sunday,6,18-25,2022-03
I235155,C334618,Female,42,Clothing,2375.62,Cash,2022-03-13,Metrocity,2022,3,Sunday,6,36-50,2022-03
I312492,C111819,Male,47,Cosmetics,349.89,Cash,2022-03-13,Forum Istanbul,2022,3,Sunday,6,36-50,2022-03
I240991,C163959,Female,29,Food & Beverage,91.96,Cash,2022-03-13,Metropol AVM,2022,3,Sunday,6,26-35,2022-03
I259980,C236056,Male,29,Shoes,2452.74,Credit Card,2022-03-13,Kanyon,2022,3,Sunday,6,26-35,2022-03
I178524,C312098,Female,41,Clothing,1686.2,Cash,2022-03-13,Metropol AVM,2022,3,Sunday,6,36-50,2022-03
I319108,C191941,Male,61,Clothing,1853.25,Cash,2022-03-13,Zorlu Center,2022,3,Sunday,6,50+,2022-03
I341518,C603476,Female,37,Shoes,2839.42,Credit Card,2022-03-13,Kanyon,2022,3,Sunday,6,36-50,2022-03
I340972,C226056,Female,52,Shoes,1626.03,Cash,2022-03-13,Metrocity,2022,3,Sunday,6,50+,2022-03
I315928,C112878,Male,33,Technology,3267.06,Cash,2022-03-13,Kanyon,2022,3,Sunday,6,26-35,2022-03
I325125,C283759,Male,18,Clothing,1884.0,Credit Card,2022-03-13,Kanyon,2022,3,Sunday,6,18-25,2022-03
I226418,C194668,Female,23,Souvenir,91.72,Cash,2022-03-13,Cevahir AVM,2022,3,Sunday,6,18-25,2022-03
I111523,C269502,Female,39,Food & Beverage,98.15,Credit Card,2022-03-13,Istinye Park,2022,3,Sunday,6,36-50,2022-03
I207669,C720914,Female,46,Cosmetics,760.21,Credit Card,2022-03-13,Kanyon,2022,3,Sunday,6,36-50,2022-03
I991583,C191893,Male,27,Clothing,1389.96,Credit Card,2022-03-13,Forum Istanbul,2022,3,Sunday,6,26-35,2022-03
I604453,C293498,Female,58,Food & Beverage,91.21,Debit Card,2022-03-13,Mall of Istanbul,2022,3,Sunday,6,50+,2022-03
I560164,C213084,Female,52,Cosmetics,710.88,Credit Card,2022-03-13,Mall of Istanbul,2022,3,Sunday,6,50+,2022-03
I254446,C883582,Female,67,Souvenir,203.83,Credit Card,2022-03-13,Kanyon,2022,3,Sunday,6,50+,2022-03
I320087,C285476,Male,40,Clothing,2328.57,Credit Card,2022-03-13,Metrocity,2022,3,Sunday,6,36-50,2022-03
I192826,C225870,Female,22,Clothing,1798.38,Credit Card,2022-03-13,Cevahir AVM,2022,3,Sunday,6,18-25,2022-03
I276580,C238079,Female,50,Food & Beverage,138.63,Cash,2022-03-13,Kanyon,2022,3,Sunday,6,36-50,2022-03
I313885,C358151,Female,69,Shoes,1734.32,Credit Card,2022-03-13,Mall of Istanbul,2022,3,Sunday,6,50+,2022-03
I729445,C378067,Male,23,Books,274.1,Credit Card,2022-03-13,Kanyon,2022,3,Sunday,6,18-25,2022-03
I191895,C857146,Female,49,Shoes,1066.3,Cash,2022-03-13,Kanyon,2022,3,Sunday,6,36-50,2022-03
I236388,C285770,Male,21,Food & Beverage,106.59,Debit Card,2022-03-13,Metrocity,2022,3,Sunday,6,18-25,2022-03
I256814,C288025,Male,30,Clothing,2234.27,Debit Card,2022-03-13,Kanyon,2022,3,Sunday,6,26-35,2022-03
I191223,C183782,Male,49,Shoes,1028.3,Credit Card,2022-03-13,Metropol AVM,2022,3,Sunday,6,36-50,2022-03
I166775,C274480,Female,33,Cosmetics,260.76,Debit Card,2022-03-13,Kanyon,2022,3,Sunday,6,26-35,2022-03
I283197,C275538,Female,22,Toys,888.38,Credit Card,2022-03-13,Kanyon,2022,3,Sunday,6,18-25,2022-03
I278453,C195509,Male,66,Cosmetics,801.62,Credit Card,2022-03-13,Metrocity,2022,3,Sunday,6,50+,2022-03
I481116,C465284,Female,28,Shoes,1081.0,Credit Card,2022-03-13,Viaport Outlet,2022,3,Sunday,6,26-35,2022-03
I121128,C195481,Male,51,Toys,218.24,Credit Card,2022-03-13,Mall of Istanbul,2022,3,Sunday,6,50+,2022-03
I310708,C112296,Female,61,Clothing,2815.18,Credit Card,2022-03-13,Metrocity,2022,3,Sunday,6,50+,2022-03
I317726,C168012,Male,51,Technology,602.4,Cash,2022-03-13,Kanyon,2022,3,Sunday,6,50+,2022-03
I144407,C188121,Male,66,Clothing,2184.62,Credit Card,2022-03-13,Metrocity,2022,3,Sunday,6,50+,2022-03
I269721,C269079,Male,39,Food & Beverage,107.25,Credit Card,2022-03-13,Emaar Square Mall,2022,3,Sunday,6,36-50,2022-03
I834459,C248825,Male,33,Clothing,2820.64,Debit Card,2022-03-13,Metrocity,2022,3,Sunday,6,26-35,2022-03
I860833,C220425,Male,40,Food & Beverage,92.49,Credit Card,2022-03-13,Istinye Park,2022,3,Sunday,6,36-50,2022-03
I221070,C493539,Female,20,Books,400.23,Credit Card,2022-03-13,Emaar Square Mall,2022,3,Sunday,6,18-25,2022-03
I523877,C271318,Male,45,Toys,355.74,Debit Card,2022-03-13,Cevahir AVM,2022,3,Sunday,6,36-50,2022-03
I339719,C311389,Male,46,Clothing,2959.74,Credit Card,2022-03-13,Kanyon,2022,3,Sunday,6,36-50,2022-03
I800438,C114590,Female,26,Clothing,2371.69,Cash,2022-03-13,Istinye Park,2022,3,Sunday,6,26-35,2022-03
I126624,C258456,Female,56,Clothing,2236.23,Credit Card,2022-03-13,Mall of Istanbul,2022,3,Sunday,6,50+,2022-03
I239492,C244362,Female,55,Shoes,1684.15,Cash,2022-03-13,Zorlu Center,2022,3,Sunday,6,50+,2022-03
I275631,C206290,Male,35,Clothing,1857.85,Cash,2022-03-13,Emaar Square Mall,2022,3,Sunday,6,26-35,2022-03
I763605,C297815,Male,46,Books,446.11,Debit Card,2022-03-13,Viaport Outlet,2022,3,Sunday,6,36-50,2022-03
I282604,C724162,Female,54,Clothing,2387.37,Cash,2022-03-13,Forum Istanbul,2022,3,Sunday,6,50+,2022-03
I892122,C283541,Male,62,Books,218.95,Cash,2022-03-13,Forum Istanbul,2022,3,Sunday,6,50+,2022-03
I213072,C948625,Male,20,Toys,308.32,Cash,2022-03-13,Metropol AVM,2022,3,Sunday,6,18-25,2022-03
I147836,C189774,Female,68,Shoes,2110.85,Cash,2022-03-13,Metropol AVM,2022,3,Sunday,6,50+,2022-03
I130061,C478737,Male,65,Books,385.1,Cash,2022-03-13,Metrocity,2022,3,Sunday,6,50+,2022-03
I314927,C759349,Female,29,Clothing,2867.02,Debit Card,2022-03-13,Mall of Istanbul,2022,3,Sunday,6,26-35,2022-03
I248692,C355238,Female,52,Food & Beverage,53.64,Cash,2022-03-13,Mall of Istanbul,2022,3,Sunday,6,50+,2022-03
I242031,C297883,Female,27,Clothing,1720.46,Cash,2022-03-13,Metrocity,2022,3,Sunday,6,26-35,2022-03
I139060,C138529,Male,68,Clothing,2777.68,Debit Card,2022-03-13,Kanyon,2022,3,Sunday,6,50+,2022-03
I135776,C293052,Male,52,Clothing,1803.6,Cash,2022-03-13,Zorlu Center,2022,3,Sunday,6,50+,2022-03
I243471,C799942,Female,61,Clothing,1023.55,Cash,2022-03-13,Mall of Istanbul,2022,3,Sunday,6,50+,2022-03
I233408,C269498,Male,32,Souvenir,274.86,Cash,2022-03-13,Kanyon,2022,3,Sunday,6,26-35,2022-03
I695563,C125187,Male,35,Shoes,1797.13,Cash,2022-03-13,Metropol AVM,2022,3,Sunday,6,26-35,2022-03
I571281,C246882,Female,48,Clothing,1594.05,Credit Card,2022-03-13,Istinye Park,2022,3,Sunday,6,36-50,2022-03
I457881,C223778,Female,36,Clothing,1146.01,Cash,2022-03-13,Kanyon,2022,3,Sunday,6,36-50,2022-03
I755162,C239725,Female,37,Clothing,2270.41,Debit Card,2022-03-13,Emaar Square Mall,2022,3,Sunday,6,36-50,2022-03
I113282,C245511,Male,19,Cosmetics,277.78,Credit Card,2022-03-13,Metrocity,2022,3,Sunday,6,18-25,2022-03
I262676,C140522,Female,30,Food & Beverage,90.05,Credit Card,2022-03-13,Metrocity,2022,3,Sunday,6,26-35,2022-03
I246250,C485094,Female,38,Clothing,1920.27,Cash,2022-03-14,Kanyon,2022,3,Monday,0,36-50,2022-03
I577781,C180514,Male,18,Cosmetics,514.82,Cash,2022-03-14,Istinye Park,2022,3,Monday,0,18-25,2022-03
I885998,C330128,Female,50,Shoes,1016.54,Cash,2022-03-14,Emaar Square Mall,2022,3,Monday,0,36-50,2022-03
I304756,C276653,Female,22,Shoes,1763.02,Cash,2022-03-14,Mall of Istanbul,2022,3,Monday,0,18-25,2022-03
I315767,C128460,Male,65,Souvenir,149.23,Cash,2022-03-14,Metrocity,2022,3,Monday,0,50+,2022-03
I278299,C183846,Female,34,Food & Beverage,110.47,Credit Card,2022-03-14,Metropol AVM,2022,3,Monday,0,26-35,2022-03
I521445,C138992,Female,37,Clothing,2895.37,Cash,2022-03-14,Forum Istanbul,2022,3,Monday,0,36-50,2022-03
I244940,C311895,Female,52,Clothing,1502.66,Cash,2022-03-14,Kanyon,2022,3,Monday,0,50+,2022-03
I333937,C331386,Female,53,Clothing,2950.85,Cash,2022-03-14,Metrocity,2022,3,Monday,0,50+,2022-03
I307485,C771801,Male,40,Clothing,2572.63,Cash,2022-03-14,Istinye Park,2022,3,Monday,0,36-50,2022-03
I137430,C303698,Male,48,Clothing,2049.15,Credit Card,2022-03-14,Zorlu Center,2022,3,Monday,0,36-50,2022-03
I334485,C312498,Female,30,Clothing,2849.49,Debit Card,2022-03-14,Kanyon,2022,3,Monday,0,26-35,2022-03
I320578,C187354,Male,40,Cosmetics,847.63,Debit Card,2022-03-14,Metrocity,2022,3,Monday,0,36-50,2022-03
I205404,C331275,Male,33,Souvenir,299.58,Cash,2022-03-14,Kanyon,2022,3,Monday,0,26-35,2022-03
I112717,C660290,Male,57,Food & Beverage,141.71,Cash,2022-03-14,Istinye Park,2022,3,Monday,0,50+,2022-03
I865243,C165002,Male,69,Food & Beverage,113.61,Cash,2022-03-14,Kanyon,2022,3,Monday,0,50+,2022-03
I321589,C474439,Male,58,Clothing,2077.32,Credit Card,2022-03-14,Kanyon,2022,3,Monday,0,50+,2022-03
I243310,C211226,Male,24,Clothing,1860.35,Cash,2022-03-14,Cevahir AVM,2022,3,Monday,0,18-25,2022-03
I209796,C228431,Female,57,Shoes,2123.57,Cash,2022-03-14,Kanyon,2022,3,Monday,0,50+,2022-03
I328183,C764345,Female,48,Clothing,2584.01,Credit Card,2022-03-14,Metropol AVM,2022,3,Monday,0,36-50,2022-03
I414759,C533483,Female,32,Clothing,2136.04,Cash,2022-03-14,Kanyon,2022,3,Monday,0,26-35,2022-03
I153532,C102344,Male,49,Clothing,2512.66,Credit Card,2022-03-14,Viaport Outlet,2022,3,Monday,0,36-50,2022-03
I375599,C169211,Male,20,Clothing,1310.33,Credit Card,2022-03-14,Mall of Istanbul,2022,3,Monday,0,18-25,2022-03
I154497,C324307,Female,28,Shoes,1714.5,Debit Card,2022-03-14,Cevahir AVM,2022,3,Monday,0,26-35,2022-03
I332545,C126084,Female,50,Food & Beverage,102.1,Credit Card,2022-03-14,Istinye Park,2022,3,Monday,0,36-50,2022-03
I171030,C280982,Male,58,Books,408.61,Debit Card,2022-03-14,Forum Istanbul,2022,3,Monday,0,50+,2022-03
I208990,C323477,Female,43,Cosmetics,291.9,Credit Card,2022-03-14,Istinye Park,2022,3,Monday,0,36-50,2022-03
I985406,C612909,Female,63,Souvenir,142.04,Cash,2022-03-14,Kanyon,2022,3,Monday,0,50+,2022-03
I207156,C322878,Male,53,Clothing,2981.43,Cash,2022-03-14,Mall of Istanbul,2022,3,Monday,0,50+,2022-03
I495433,C277573,Male,36,Cosmetics,129.8,Cash,2022-03-14,Forum Istanbul,2022,3,Monday,0,36-50,2022-03
I725199,C309727,Male,54,Cosmetics,532.14,Credit Card,2022-03-14,Mall of Istanbul,2022,3,Monday,0,50+,2022-03
I284063,C208035,Male,40,Food & Beverage,134.85,Credit Card,2022-03-14,Kanyon,2022,3,Monday,0,36-50,2022-03
I317409,C142221,Female,26,Souvenir,214.88,Cash,2022-03-14,Viaport Outlet,2022,3,Monday,0,26-35,2022-03
I184735,C312645,Male,26,Food & Beverage,141.77,Credit Card,2022-03-14,Mall of Istanbul,2022,3,Monday,0,26-35,2022-03
I506471,C182183,Male,36,Food & Beverage,98.73,Cash,2022-03-14,Kanyon,2022,3,Monday,0,36-50,2022-03
I316533,C331614,Female,35,Clothing,2127.69,Credit Card,2022-03-14,Emaar Square Mall,2022,3,Monday,0,26-35,2022-03
I101489,C287411,Male,56,Toys,746.58,Credit Card,2022-03-14,Zorlu Center,2022,3,Monday,0,50+,2022-03
I237319,C398255,Female,22,Clothing,2979.02,Debit Card,2022-03-14,Forum Istanbul,2022,3,Monday,0,18-25,2022-03
I669398,C276314,Male,28,Clothing,1870.63,Cash,2022-03-14,Istinye Park,2022,3,Monday,0,26-35,2022-03
I248210,C273526,Female,50,Souvenir,128.88,Credit Card,2022-03-14,Kanyon,2022,3,Monday,0,36-50,2022-03
I162256,C188814,Female,28,Clothing,2771.63,Credit Card,2022-03-14,Metrocity,2022,3,Monday,0,26-35,2022-03
I212414,C231736,Female,58,Shoes,1893.18,Cash,2022-03-14,Kanyon,2022,3,Monday,0,50+,2022-03
I169324,C152098,Male,51,Food & Beverage,145.74,Cash,2022-03-14,Emaar Square Mall,2022,3,Monday,0,50+,2022-03
I192798,C144529,Male,23,Clothing,1885.92,Cash,2022-03-14,Cevahir AVM,2022,3,Monday,0,18-25,2022-03
I282846,C126105,Male,42,Clothing,1696.1,Debit Card,2022-03-14,Mall of Istanbul,2022,3,Monday,0,36-50,2022-03
I323443,C320999,Female,35,Food & Beverage,118.41,Debit Card,2022-03-14,Mall of Istanbul,2022,3,Monday,0,26-35,2022-03
I265866,C251535,Female,51,Cosmetics,746.64,Debit Card,2022-03-14,Metrocity,2022,3,Monday,0,50+,2022-03
I191274,C179639,Female,27,Clothing,2849.68,Cash,2022-03-14,Istinye Park,2022,3,Monday,0,26-35,2022-03
I259851,C924056,Female,59,Shoes,1941.59,Debit Card,2022-03-14,Viaport Outlet,2022,3,Monday,0,50+,2022-03
I267884,C671135,Female,47,Food & Beverage,73.25,Credit Card,2022-03-14,Kanyon,2022,3,Monday,0,36-50,2022-03
I237692,C114315,Female,22,Food & Beverage,139.14,Debit Card,2022-03-14,Metrocity,2022,3,Monday,0,18-25,2022-03
I144139,C373206,Male,58,Shoes,1303.06,Credit Card,2022-03-14,Istinye Park,2022,3,Monday,0,50+,2022-03
I228656,C103013,Female,28,Clothing,2283.09,Cash,2022-03-14,Metrocity,2022,3,Monday,0,26-35,2022-03
I310872,C247068,Male,65,Cosmetics,218.43,Cash,2022-03-14,Metrocity,2022,3,Monday,0,50+,2022-03
I281105,C221981,Male,22,Food & Beverage,80.93,Debit Card,2022-03-14,Mall of Istanbul,2022,3,Monday,0,18-25,2022-03
I236758,C234989,Female,22,Shoes,1286.65,Cash,2022-03-14,Kanyon,2022,3,Monday,0,18-25,2022-03
I261561,C705697,Female,26,Cosmetics,310.89,Cash,2022-03-14,Mall of Istanbul,2022,3,Monday,0,26-35,2022-03
I321762,C339182,Female,31,Cosmetics,260.13,Cash,2022-03-14,Istinye Park,2022,3,Monday,0,26-35,2022-03
I139225,C299772,Female,59,Cosmetics,314.75,Credit Card,2022-03-14,Mall of Istanbul,2022,3,Monday,0,50+,2022-03
I806213,C179964,Female,28,Food & Beverage,147.27,Debit Card,2022-03-14,Metrocity,2022,3,Monday,0,26-35,2022-03
I870942,C325722,Male,38,Books,239.7,Cash,2022-03-14,Metrocity,2022,3,Monday,0,36-50,2022-03
I461255,C209344,Male,42,Clothing,2519.9,Debit Card,2022-03-14,Emaar Square Mall,2022,3,Monday,0,36-50,2022-03
I167859,C307061,Female,24,Cosmetics,373.8,Debit Card,2022-03-14,Mall of Istanbul,2022,3,Monday,0,18-25,2022-03
I336525,C102837,Female,55,Food & Beverage,81.38,Cash,2022-03-14,Metropol AVM,2022,3,Monday,0,50+,2022-03
I199171,C267226,Female,44,Toys,950.58,Credit Card,2022-03-14,Kanyon,2022,3,Monday,0,36-50,2022-03
I122561,C300255,Female,61,Toys,576.56,Debit Card,2022-03-14,Mall of Istanbul,2022,3,Monday,0,50+,2022-03
I190136,C620431,Male,50,Cosmetics,274.28,Cash,2022-03-14,Mall of Istanbul,2022,3,Monday,0,36-50,2022-03
I314427,C304058,Female,54,Technology,1742.26,Cash,2022-03-14,Metrocity,2022,3,Monday,0,50+,2022-03
I169914,C277910,Male,46,Shoes,2355.74,Debit Card,2022-03-14,Mall of Istanbul,2022,3,Monday,0,36-50,2022-03
I287265,C195835,Male,36,Cosmetics,809.51,Credit Card,2022-03-14,Emaar Square Mall,2022,3,Monday,0,36-50,2022-03
I371474,C299972,Female,34,Shoes,1150.12,Debit Card,2022-03-14,Metrocity,2022,3,Monday,0,26-35,2022-03
I268656,C213175,Female,37,Food & Beverage,128.04,Credit Card,2022-03-14,Metrocity,2022,3,Monday,0,36-50,2022-03
I182254,C184321,Female,63,Books,317.12,Credit Card,2022-03-14,Mall of Istanbul,2022,3,Monday,0,50+,2022-03
I137600,C216010,Female,18,Books,276.22,Credit Card,2022-03-14,Zorlu Center,2022,3,Monday,0,18-25,2022-03
I272472,C186715,Female,19,Shoes,1976.17,Debit Card,2022-03-14,Mall of Istanbul,2022,3,Monday,0,18-25,2022-03
I160614,C231950,Male,67,Clothing,1890.95,Cash,2022-03-14,Kanyon,2022,3,Monday,0,50+,2022-03
I585821,C182119,Female,18,Cosmetics,820.32,Credit Card,2022-03-14,Mall of Istanbul,2022,3,Monday,0,18-25,2022-03
I241024,C269533,Female,25,Cosmetics,283.49,Cash,2022-03-14,Metrocity,2022,3,Monday,0,18-25,2022-03
I233190,C244015,Male,38,Food & Beverage,112.1,Cash,2022-03-14,Cevahir AVM,2022,3,Monday,0,36-50,2022-03
I670279,C350661,Male,44,Cosmetics,351.5,Cash,2022-03-14,Mall of Istanbul,2022,3,Monday,0,36-50,2022-03
I711579,C140131,Male,39,Shoes,2486.84,Debit Card,2022-03-14,Emaar Square Mall,2022,3,Monday,0,36-50,2022-03
I193378,C280100,Male,24,Clothing,2916.08,Credit Card,2022-03-14,Zorlu Center,2022,3,Monday,0,18-25,2022-03
I203938,C140328,Female,30,Souvenir,220.63,Debit Card,2022-03-14,Metropol AVM,2022,3,Monday,0,26-35,2022-03
I483384,C195108,Female,55,Toys,572.0,Cash,2022-03-14,Metrocity,2022,3,Monday,0,50+,2022-03
I121673,C766857,Male,64,Cosmetics,635.79,Cash,2022-03-14,Kanyon,2022,3,Monday,0,50+,2022-03
I215887,C115769,Female,24,Cosmetics,699.34,Cash,2022-03-14,Metrocity,2022,3,Monday,0,18-25,2022-03
I331507,C223307,Male,30,Shoes,2798.55,Debit Card,2022-03-14,Mall of Istanbul,2022,3,Monday,0,26-35,2022-03
I255376,C910588,Female,51,Cosmetics,895.82,Credit Card,2022-03-14,Zorlu Center,2022,3,Monday,0,50+,2022-03
I108815,C259893,Female,64,Souvenir,216.98,Cash,2022-03-14,Mall of Istanbul,2022,3,Monday,0,50+,2022-03
I622133,C245038,Female,45,Clothing,2931.97,Cash,2022-03-14,Forum Istanbul,2022,3,Monday,0,36-50,2022-03
I106009,C592582,Male,26,Food & Beverage,58.6,Credit Card,2022-03-14,Mall of Istanbul,2022,3,Monday,0,26-35,2022-03
I467819,C747747,Male,46,Clothing,1467.54,Credit Card,2022-03-14,Mall of Istanbul,2022,3,Monday,0,36-50,2022-03
I144191,C196468,Female,52,Clothing,2722.65,Cash,2022-03-14,Metropol AVM,2022,3,Monday,0,50+,2022-03
I227547,C112647,Male,20,Shoes,2405.31,Cash,2022-03-14,Kanyon,2022,3,Monday,0,18-25,2022-03
I734838,C916514,Female,66,Shoes,1538.16,Cash,2022-03-14,Zorlu Center,2022,3,Monday,0,50+,2022-03
I298258,C397516,Female,40,Cosmetics,456.28,Cash,2022-03-14,Kanyon,2022,3,Monday,0,36-50,2022-03
I263505,C575202,Male,40,Clothing,2364.84,Credit Card,2022-03-14,Kanyon,2022,3,Monday,0,36-50,2022-03
I512280,C168395,Female,56,Clothing,1848.49,Debit Card,2022-03-14,Kanyon,2022,3,Monday,0,50+,2022-03
I132766,C242591,Male,42,Food & Beverage,88.02,Debit Card,2022-03-14,Cevahir AVM,2022,3,Monday,0,36-50,2022-03
I398393,C167495,Male,24,Shoes,2090.47,Credit Card,2022-03-14,Mall of Istanbul,2022,3,Monday,0,18-25,2022-03
I321432,C362814,Female,23,Clothing,2834.75,Credit Card,2022-03-14,Mall of Istanbul,2022,3,Monday,0,18-25,2022-03
I987274,C189347,Male,27,Cosmetics,233.93,Credit Card,2022-03-14,Metropol AVM,2022,3,Monday,0,26-35,2022-03
I114659,C675617,Female,41,Cosmetics,818.86,Credit Card,2022-03-14,Metropol AVM,2022,3,Monday,0,36-50,2022-03
I942353,C635130,Male,53,Shoes,2262.66,Credit Card,2022-03-14,Cevahir AVM,2022,3,Monday,0,50+,2022-03
I222025,C396339,Male,30,Technology,1813.09,Credit Card,2022-03-14,Mall of Istanbul,2022,3,Monday,0,26-35,2022-03
I269818,C194306,Male,31,Clothing,2657.11,Credit Card,2022-03-14,Mall of Istanbul,2022,3,Monday,0,26-35,2022-03
I173060,C209382,Female,53,Shoes,2756.72,Cash,2022-03-14,Metropol AVM,2022,3,Monday,0,50+,2022-03
I325291,C218460,Female,29,Food & Beverage,92.18,Cash,2022-03-14,Istinye Park,2022,3,Monday,0,26-35,2022-03
I114999,C188415,Male,35,Shoes,2451.37,Cash,2022-03-14,Metropol AVM,2022,3,Monday,0,26-35,2022-03
I146030,C179934,Male,63,Clothing,2166.25,Credit Card,2022-03-14,Zorlu Center,2022,3,Monday,0,50+,2022-03
I188091,C324750,Female,41,Clothing,1419.11,Debit Card,2022-03-14,Forum Istanbul,2022,3,Monday,0,36-50,2022-03
I101779,C114592,Female,62,Books,443.63,Debit Card,2022-03-14,Mall of Istanbul,2022,3,Monday,0,50+,2022-03
I189349,C272181,Male,50,Clothing,2724.66,Credit Card,2022-03-14,Metropol AVM,2022,3,Monday,0,36-50,2022-03
I318100,C139358,Male,19,Clothing,2030.94,Cash,2022-03-14,Mall of Istanbul,2022,3,Monday,0,18-25,2022-03
I312562,C154719,Male,58,Toys,492.52,Credit Card,2022-03-14,Kanyon,2022,3,Monday,0,50+,2022-03
I167037,C310540,Male,35,Clothing,1683.52,Cash,2022-03-14,Kanyon,2022,3,Monday,0,26-35,2022-03
I219432,C156851,Male,64,Souvenir,196.26,Cash,2022-03-14,Metrocity,2022,3,Monday,0,50+,2022-03
I689213,C697262,Male,39,Souvenir,257.84,Credit Card,2022-03-14,Emaar Square Mall,2022,3,Monday,0,36-50,2022-03
I486233,C199664,Female,30,Clothing,2052.07,Credit Card,2022-03-14,Metrocity,2022,3,Monday,0,26-35,2022-03
I142653,C146350,Female,62,Clothing,1552.92,Credit Card,2022-03-14,Metropol AVM,2022,3,Monday,0,50+,2022-03
I115483,C127994,Female,58,Clothing,2858.62,Credit Card,2022-03-14,Metropol AVM,2022,3,Monday,0,50+,2022-03
I244906,C106620,Male,33,Food & Beverage,116.25,Cash,2022-03-14,Metropol AVM,2022,3,Monday,0,26-35,2022-03
I132140,C323300,Female,43,Cosmetics,952.2,Cash,2022-03-14,Metrocity,2022,3,Monday,0,36-50,2022-03
I468573,C235822,Female,21,Shoes,1296.8,Credit Card,2022-03-14,Metrocity,2022,3,Monday,0,18-25,2022-03
I250583,C674470,Female,35,Clothing,1888.07,Credit Card,2022-03-14,Forum Istanbul,2022,3,Monday,0,26-35,2022-03
I261184,C418812,Male,63,Food & Beverage,65.55,Credit Card,2022-03-14,Kanyon,2022,3,Monday,0,50+,2022-03
I930350,C142028,Male,39,Souvenir,101.07,Cash,2022-03-14,Istinye Park,2022,3,Monday,0,36-50,2022-03
I112838,C945152,Female,19,Toys,892.61,Credit Card,2022-03-14,Mall of Istanbul,2022,3,Monday,0,18-25,2022-03
I159381,C297364,Male,67,Cosmetics,895.79,Cash,2022-03-14,Metropol AVM,2022,3,Monday,0,50+,2022-03
I275198,C235559,Female,36,Cosmetics,765.66,Credit Card,2022-03-14,Mall of Istanbul,2022,3,Monday,0,36-50,2022-03
I200089,C261031,Female,62,Cosmetics,997.56,Credit Card,2022-03-14,Metrocity,2022,3,Monday,0,50+,2022-03
I306643,C108318,Female,36,Cosmetics,733.12,Cash,2022-03-14,Kanyon,2022,3,Monday,0,36-50,2022-03
I848445,C273053,Male,68,Food & Beverage,136.83,Credit Card,2022-03-14,Metropol AVM,2022,3,Monday,0,50+,2022-03
I108349,C136262,Female,51,Books,213.15,Debit Card,2022-03-14,Forum Istanbul,2022,3,Monday,0,50+,2022-03
I520282,C244037,Female,50,Clothing,1167.24,Debit Card,2022-03-14,Zorlu Center,2022,3,Monday,0,36-50,2022-03
I125336,C133779,Female,37,Technology,728.78,Cash,2022-03-14,Metropol AVM,2022,3,Monday,0,36-50,2022-03
I264953,C133559,Male,37,Clothing,1231.12,Credit Card,2022-03-15,Metrocity,2022,3,Tuesday,1,36-50,2022-03
I617425,C962177,Female,67,Clothing,1853.1,Cash,2022-03-15,Kanyon,2022,3,Tuesday,1,50+,2022-03
I443757,C931765,Female,34,Books,348.39,Cash,2022-03-15,Kanyon,2022,3,Tuesday,1,26-35,2022-03
I123996,C206741,Male,29,Clothing,1905.69,Cash,2022-03-15,Forum Istanbul,2022,3,Tuesday,1,26-35,2022-03
I842700,C176165,Female,28,Toys,265.35,Cash,2022-03-15,Emaar Square Mall,2022,3,Tuesday,1,26-35,2022-03
I511520,C887899,Female,57,Shoes,2055.1,Cash,2022-03-15,Emaar Square Mall,2022,3,Tuesday,1,50+,2022-03
I969594,C125729,Female,25,Clothing,1513.45,Cash,2022-03-15,Zorlu Center,2022,3,Tuesday,1,18-25,2022-03
I264819,C408001,Male,51,Toys,807.48,Credit Card,2022-03-15,Zorlu Center,2022,3,Tuesday,1,50+,2022-03
I241083,C129343,Male,59,Cosmetics,318.84,Cash,2022-03-15,Kanyon,2022,3,Tuesday,1,50+,2022-03
I323864,C266582,Female,24,Cosmetics,271.2,Cash,2022-03-15,Metrocity,2022,3,Tuesday,1,18-25,2022-03
I107586,C228176,Female,54,Clothing,2130.49,Debit Card,2022-03-15,Kanyon,2022,3,Tuesday,1,50+,2022-03
I256758,C331535,Female,65,Clothing,2076.18,Cash,2022-03-15,Kanyon,2022,3,Tuesday,1,50+,2022-03
