invoice_no,customer_id,gender,age,category,revenue,payment_method,invoice_date,shopping_mall
I522643,C294914,Male,46,Clothing,1228.04,Credit Card,2021-10-17,Metropol AVM
I279428,C117991,Male,61,Cosmetics,619.11,Cash,2021-10-17,Mall of Istanbul
I684475,C127812,Female,69,Shoes,2284.16,Credit Card,2021-10-17,Mall of Istanbul
I100797,C224221,Male,23,Shoes,1614.27,Credit Card,2021-10-17,Metropol AVM
I122071,C318917,Female,45,Food & Beverage,95.15,Debit Card,2021-10-17,Mall of Istanbul
I204165,C145783,Male,59,Toys,817.27,Credit Card,2021-10-17,Metrocity
I120587,C671502,Female,55,Cosmetics,759.36,Cash,2021-10-17,Kanyon
I114528,C356416,Female,63,Food & Beverage,72.1,Cash,2021-10-17,Kanyon
I975160,C675232,Female,60,Souvenir,118.22,Cash,2021-10-17,Kanyon
I690900,C184139,Female,64,Technology,2217.41,Cash,2021-10-17,Kanyon
I320007,C294024,Male,45,Clothing,2040.6,Debit Card,2021-10-18,Metrocity
I334307,C189095,Male,61,Cosmetics,285.67,Credit Card,2021-10-18,Metropol AVM
I339234,C248337,Female,34,Clothing,2734.18,Cash,2021-10-18,Metrocity
I275974,C288775,Male,57,Cosmetics,868.75,Credit Card,2021-10-18,Mall of Istanbul
I121580,C853498,Male,34,Clothing,2178.26,Credit Card,2021-10-18,Metrocity
I921771,C265813,Female,37,Clothing,1451.98,Credit Card,2021-10-18,Mall of Istanbul
I158203,C162668,Male,56,Clothing,1926.46,Cash,2021-10-18,Metrocity
I204168,C207938,Female,30,Cosmetics,758.4,Cash,2021-10-18,Cevahir AVM
I993532,C189298,Female,37,Cosmetics,323.47,Cash,2021-10-18,Viaport Outlet
I784910,C950683,Female,45,Food & Beverage,66.15,Credit Card,2021-10-18,Mall of Istanbul
I818093,C133879,Female,56,Cosmetics,181.67,Cash,2021-10-18,Mall of Istanbul
I231414,C152456,Female,51,Food & Beverage,85.31,Credit Card,2021-10-18,Mall of Istanbul
I303339,C468893,Male,27,Toys,830.54,Cash,2021-10-18,Mall of Istanbul
I124319,C147855,Male,21,Clothing,2311.94,Cash,2021-10-18,Mall of Istanbul
I236350,C257852,Female,62,Cosmetics,149.4,Credit Card,2021-10-18,Kanyon
I677872,C219409,Female,23,Cosmetics,759.24,Credit Card,2021-10-18,Metrocity
I332643,C311553,Female,26,Clothing,1105.88,Credit Card,2021-10-18,Mall of Istanbul
I167857,C293023,Female,37,Shoes,2190.23,Credit Card,2021-10-18,Zorlu Center
I103864,C438810,Female,43,Shoes,1542.35,Cash,2021-10-18,Cevahir AVM
I281880,C235318,Female,36,Clothing,1864.14,Cash,2021-10-18,Kanyon
I125985,C528310,Female,38,Clothing,1379.24,Cash,2021-10-18,Forum Istanbul
I171613,C333571,Female,22,Toys,320.64,Credit Card,2021-10-18,Mall of Istanbul
I274165,C858555,Female,38,Clothing,2752.99,Debit Card,2021-10-18,Metropol AVM
I207608,C551612,Male,48,Souvenir,109.77,Credit Card,2021-10-18,Zorlu Center
I104945,C238608,Female,69,Shoes,1006.27,Cash,2021-10-18,Metrocity
I190568,C373456,Female,37,Clothing,1982.79,Cash,2021-10-18,Zorlu Center
I172675,C178288,Female,68,Clothing,2394.59,Cash,2021-10-18,Istinye Park
I440911,C305216,Male,45,Cosmetics,264.47,Credit Card,2021-10-18,Mall of Istanbul
I321130,C528642,Female,26,Cosmetics,542.04,Debit Card,2021-10-18,Emaar Square Mall
I187796,C710601,Male,58,Shoes,2507.71,Cash,2021-10-18,Istinye Park
I737342,C292481,Male,36,Toys,879.11,Cash,2021-10-18,Mall of Istanbul
I701795,C323183,Female,21,Clothing,2683.26,Cash,2021-10-18,Mall of Istanbul
I272150,C129539,Female,50,Food & Beverage,84.51,Cash,2021-10-18,Mall of Istanbul
I249516,C886318,Female,52,Clothing,2272.29,Credit Card,2021-10-18,Istinye Park
I136739,C430315,Female,31,Books,341.64,Cash,2021-10-18,Istinye Park
I165140,C355267,Male,57,Cosmetics,799.11,Cash,2021-10-18,Metrocity
I156725,C204496,Male,38,Shoes,1481.43,Cash,2021-10-18,Metrocity
I305409,C167347,Male,44,Technology,826.94,Cash,2021-10-18,Viaport Outlet
I204637,C130260,Male,61,Shoes,1591.24,Credit Card,2021-10-18,Kanyon
I148127,C252243,Female,24,Toys,968.61,Credit Card,2021-10-18,Metrocity
I325120,C284475,Female,62,Food & Beverage,126.04,Debit Card,2021-10-18,Mall of Istanbul
I165943,C237659,Male,57,Books,280.66,Cash,2021-10-18,Metropol AVM
I336650,C228754,Female,44,Toys,725.18,Cash,2021-10-18,Mall of Istanbul
I106101,C248355,Male,50,Food & Beverage,76.35,Cash,2021-10-18,Forum Istanbul
I298141,C895408,Female,21,Toys,390.06,Cash,2021-10-18,Mall of Istanbul
I743898,C103810,Female,59,Clothing,1247.34,Debit Card,2021-10-18,Viaport Outlet
I160005,C102098,Female,19,Clothing,1492.61,Credit Card,2021-10-18,Istinye Park
I856339,C652774,Female,32,Food & Beverage,101.07,Credit Card,2021-10-18,Metrocity
I165243,C936086,Female,45,Clothing,1589.37,Cash,2021-10-18,Mall of Istanbul
I263684,C814855,Male,18,Clothing,1416.21,Cash,2021-10-18,Kanyon
I328090,C306205,Female,48,Souvenir,171.0,Cash,2021-10-18,Kanyon
I949750,C295040,Female,46,Clothing,2786.0,Debit Card,2021-10-18,Emaar Square Mall
I140769,C335600,Male,22,Cosmetics,656.55,Cash,2021-10-18,Mall of Istanbul
I319181,C233106,Female,31,Souvenir,227.02,Cash,2021-10-18,Mall of Istanbul
I847530,C279055,Male,58,Cosmetics,472.95,Debit Card,2021-10-18,Metrocity
I191068,C464199,Male,37,Food & Beverage,82.72,Cash,2021-10-18,Emaar Square Mall
I166487,C330162,Female,59,Shoes,2671.31,Cash,2021-10-18,Mall of Istanbul
I187511,C337914,Female,32,Food & Beverage,110.08,Credit Card,2021-10-18,Istinye Park
I945701,C662635,Male,25,Books,221.5,Debit Card,2021-10-18,Forum Istanbul
I256590,C998742,Female,53,Toys,160.43,Credit Card,2021-10-18,Forum Istanbul
I321583,C234308,Male,38,Souvenir,181.65,Cash,2021-10-18,Mall of Istanbul
I811827,C201933,Female,61,Food & Beverage,148.45,Cash,2021-10-18,Mall of Istanbul
I196438,C195360,Female,45,Souvenir,185.51,Credit Card,2021-10-18,Kanyon
I118476,C158505,Female,36,Clothing,1682.86,Credit Card,2021-10-18,Viaport Outlet
I229827,C495936,Male,48,Souvenir,153.2,Cash,2021-10-18,Metrocity
I151161,C224106,Female,38,Food & Beverage,130.0,Credit Card,2021-10-18,Kanyon
I207807,C331351,Female,18,Clothing,1604.0,Credit Card,2021-10-18,Cevahir AVM
I200332,C220248,Female,62,Cosmetics,384.03,Cash,2021-10-18,Kanyon
I276067,C322030,Female,19,Food & Beverage,58.61,Cash,2021-10-18,Kanyon
I202047,C989229,Male,25,Food & Beverage,146.42,Debit Card,2021-10-18,Istinye Park
I306123,C161031,Male,29,Cosmetics,558.49,Cash,2021-10-18,Forum Istanbul
I426571,C328052,Female,34,Cosmetics,474.74,Debit Card,2021-10-18,Metrocity
I655337,C379314,Male,43,Food & Beverage,127.09,Credit Card,2021-10-18,Mall of Istanbul
I184659,C307732,Female,23,Clothing,1686.95,Debit Card,2021-10-18,Istinye Park
I219145,C335609,Male,42,Clothing,2719.91,Credit Card,2021-10-18,Mall of Istanbul
I926514,C318625,Male,41,Clothing,1250.17,Cash,2021-10-18,Istinye Park
I106229,C176255,Female,57,Toys,841.19,Debit Card,2021-10-18,Metropol AVM
I708528,C230161,Female,45,Food & Beverage,64.03,Debit Card,2021-10-18,Forum Istanbul
I292912,C309404,Female,40,Clothing,2721.62,Cash,2021-10-18,Mall of Istanbul
I259378,C769310,Female,69,Toys,471.78,Credit Card,2021-10-18,Istinye Park
I186212,C220947,Female,62,Shoes,2136.21,Debit Card,2021-10-18,Metrocity
I241733,C126104,Male,40,Cosmetics,580.05,Cash,2021-10-18,Metropol AVM
I998466,C228344,Male,39,Cosmetics,712.68,Cash,2021-10-18,Mall of Istanbul
I364095,C155361,Female,65,Food & Beverage,110.87,Cash,2021-10-18,Cevahir AVM
I289074,C647811,Female,41,Food & Beverage,111.36,Debit Card,2021-10-18,Metrocity
I273932,C308966,Male,61,Clothing,2217.55,Debit Card,2021-10-18,Metrocity
I902841,C237419,Female,59,Clothing,2651.45,Debit Card,2021-10-18,Kanyon
I191652,C187491,Female,69,Clothing,1223.71,Cash,2021-10-18,Kanyon
I585714,C288144,Female,61,Food & Beverage,97.4,Debit Card,2021-10-18,Kanyon
I188030,C255910,Female,40,Technology,2545.71,Cash,2021-10-18,Viaport Outlet
I202855,C541204,Female,39,Toys,387.46,Credit Card,2021-10-18,Forum Istanbul
I107032,C493329,Female,38,Food & Beverage,134.15,Cash,2021-10-18,Metrocity
I218551,C118564,Male,53,Food & Beverage,69.03,Debit Card,2021-10-18,Metrocity
I958091,C321984,Female,32,Food & Beverage,103.82,Debit Card,2021-10-18,Metropol AVM
I204314,C723959,Female,24,Clothing,1486.29,Credit Card,2021-10-18,Kanyon
I925016,C273270,Male,58,Cosmetics,942.71,Cash,2021-10-18,Kanyon
I765720,C335493,Female,50,Clothing,2945.12,Debit Card,2021-10-18,Metrocity
I512871,C303746,Male,53,Cosmetics,657.51,Debit Card,2021-10-18,Kanyon
I260611,C317635,Male,43,Technology,786.77,Cash,2021-10-18,Istinye Park
I323335,C146044,Female,32,Clothing,2031.16,Debit Card,2021-10-18,Emaar Square Mall
I196474,C131630,Male,52,Toys,545.93,Cash,2021-10-18,Kanyon
I750563,C174194,Female,34,Food & Beverage,99.08,Credit Card,2021-10-18,Metrocity
I201244,C335120,Female,21,Technology,1245.33,Debit Card,2021-10-18,Cevahir AVM
I147426,C156331,Male,57,Clothing,2729.2,Cash,2021-10-18,Forum Istanbul
I320149,C101996,Male,55,Technology,4907.09,Cash,2021-10-18,Viaport Outlet
I187059,C285839,Female,51,Clothing,2022.92,Credit Card,2021-10-18,Kanyon
I136867,C335872,Female,64,Clothing,2862.32,Credit Card,2021-10-18,Forum Istanbul
I249237,C153504,Female,64,Clothing,2890.23,Debit Card,2021-10-18,Mall of Istanbul
I110241,C158081,Female,55,Toys,344.46,Debit Card,2021-10-18,Istinye Park
I187922,C175327,Female,40,Cosmetics,976.41,Cash,2021-10-18,Metropol AVM
I248729,C133419,Female,34,Food & Beverage,123.39,Credit Card,2021-10-18,Kanyon
I292277,C262468,Male,64,Cosmetics,542.08,Cash,2021-10-18,Viaport Outlet
I218183,C114105,Male,52,Shoes,1435.41,Debit Card,2021-10-19,Kanyon
I173557,C119010,Female,31,Clothing,2770.8,Credit Card,2021-10-19,Kanyon
I257138,C950766,Male,20,Clothing,2856.39,Credit Card,2021-10-19,Kanyon
I320592,C151040,Female,19,Clothing,1150.47,Credit Card,2021-10-19,Forum Istanbul
I243141,C595330,Female,54,Clothing,2932.09,Cash,2021-10-19,Kanyon
I325702,C136522,Female,22,Clothing,2233.01,Debit Card,2021-10-19,Zorlu Center
I879877,C110035,Female,56,Food & Beverage,140.32,Debit Card,2021-10-19,Istinye Park
I160747,C145244,Male,68,Clothing,1608.74,Cash,2021-10-19,Mall of Istanbul
I208186,C614436,Male,33,Clothing,1147.79,Cash,2021-10-19,Zorlu Center
I498181,C784846,Male,19,Cosmetics,388.31,Debit Card,2021-10-19,Forum Istanbul
I122467,C145664,Female,60,Shoes,1832.14,Credit Card,2021-10-19,Kanyon
I159471,C111877,Female,61,Souvenir,96.34,Credit Card,2021-10-19,Metrocity
I221780,C190070,Female,68,Books,290.25,Cash,2021-10-19,Istinye Park
I277000,C223406,Female,56,Clothing,2936.87,Cash,2021-10-19,Mall of Istanbul
I460440,C625367,Female,32,Clothing,1076.67,Cash,2021-10-19,Kanyon
I193242,C302877,Male,46,Cosmetics,603.2,Credit Card,2021-10-19,Kanyon
I195441,C303966,Male,40,Shoes,1630.29,Credit Card,2021-10-19,Kanyon
I763479,C293497,Male,67,Clothing,2438.12,Debit Card,2021-10-19,Mall of Istanbul
I603171,C181490,Male,29,Clothing,1324.28,Credit Card,2021-10-19,Zorlu Center
I693098,C170097,Male,34,Technology,837.85,Cash,2021-10-19,Istinye Park
I267557,C699675,Female,35,Shoes,2527.88,Debit Card,2021-10-19,Mall of Istanbul
I224505,C835263,Female,49,Toys,877.55,Cash,2021-10-19,Mall of Istanbul
I217081,C752669,Female,63,Shoes,2552.25,Credit Card,2021-10-19,Mall of Istanbul
I136036,C984886,Female,56,Clothing,2029.37,Cash,2021-10-19,Metrocity
I329646,C110428,Female,42,Technology,1762.33,Credit Card,2021-10-19,Zorlu Center
I974818,C212683,Male,61,Clothing,1581.66,Cash,2021-10-19,Istinye Park
I272243,C208855,Female,61,Clothing,1131.22,Credit Card,2021-10-19,Forum Istanbul
I101366,C927671,Female,47,Clothing,1631.8,Credit Card,2021-10-19,Kanyon
I223446,C259706,Male,40,Clothing,1565.16,Credit Card,2021-10-19,Cevahir AVM
I147834,C262288,Female,69,Food & Beverage,50.69,Cash,2021-10-19,Mall of Istanbul
I164595,C298472,Female,52,Cosmetics,286.55,Debit Card,2021-10-19,Kanyon
I498752,C134192,Female,34,Clothing,1491.15,Cash,2021-10-19,Istinye Park
I245411,C234518,Male,38,Clothing,1248.86,Cash,2021-10-19,Mall of Istanbul
I391040,C115459,Female,45,Souvenir,170.86,Debit Card,2021-10-19,Zorlu Center
I233447,C187561,Female,22,Clothing,2499.07,Debit Card,2021-10-19,Mall of Istanbul
I950217,C192603,Female,49,Technology,1717.36,Credit Card,2021-10-19,Kanyon
I196380,C321824,Male,69,Clothing,1311.51,Debit Card,2021-10-19,Kanyon
I201903,C851938,Female,57,Toys,606.7,Credit Card,2021-10-19,Metrocity
I192106,C161609,Female,54,Shoes,2002.38,Cash,2021-10-19,Metrocity
I678320,C179499,Female,27,Cosmetics,977.23,Debit Card,2021-10-19,Metrocity
I181285,C152978,Male,19,Food & Beverage,135.15,Credit Card,2021-10-19,Kanyon
I251477,C157837,Female,18,Food & Beverage,140.13,Debit Card,2021-10-19,Metrocity
I298537,C282151,Female,66,Clothing,1288.77,Debit Card,2021-10-19,Kanyon
I151153,C629223,Female,45,Clothing,2695.25,Debit Card,2021-10-19,Metrocity
I252342,C242485,Male,62,Books,401.38,Cash,2021-10-19,Kanyon
I162732,C169898,Male,68,Clothing,2361.77,Cash,2021-10-19,Mall of Istanbul
I323329,C249461,Female,34,Clothing,1830.81,Cash,2021-10-19,Kanyon
I931299,C992640,Male,65,Clothing,2221.47,Credit Card,2021-10-19,Mall of Istanbul
I222213,C330268,Female,42,Shoes,2587.66,Cash,2021-10-19,Istinye Park
I923046,C727424,Male,68,Clothing,2222.21,Credit Card,2021-10-19,Cevahir AVM
I178853,C161266,Male,25,Clothing,2639.79,Debit Card,2021-10-19,Metropol AVM
I232813,C222814,Male,62,Shoes,1273.13,Credit Card,2021-10-19,Metrocity
I288329,C809681,Male,54,Cosmetics,728.12,Credit Card,2021-10-19,Zorlu Center
I896341,C691923,Female,58,Clothing,2566.48,Credit Card,2021-10-19,Metrocity
I338891,C289761,Female,36,Souvenir,277.22,Cash,2021-10-19,Mall of Istanbul
I162604,C460899,Male,24,Cosmetics,105.33,Debit Card,2021-10-19,Kanyon
I142946,C279826,Male,19,Toys,344.18,Cash,2021-10-19,Metrocity
I355789,C357760,Male,27,Cosmetics,839.34,Credit Card,2021-10-19,Forum Istanbul
I338053,C183347,Female,23,Technology,1575.75,Credit Card,2021-10-19,Zorlu Center
I130040,C331710,Female,55,Cosmetics,529.14,Credit Card,2021-10-19,Viaport Outlet
I244913,C235162,Male,20,Clothing,1885.11,Cash,2021-10-19,Metropol AVM
I261716,C948747,Female,26,Toys,493.39,Credit Card,2021-10-19,Metrocity
I294533,C337394,Female,21,Technology,2453.25,Credit Card,2021-10-19,Istinye Park
I200441,C113029,Male,46,Clothing,2772.98,Debit Card,2021-10-19,Metrocity
I265840,C525862,Female,47,Food & Beverage,77.7,Credit Card,2021-10-19,Kanyon
I241375,C634402,Female,66,Clothing,2157.59,Cash,2021-10-19,Kanyon
I858071,C153439,Female,67,Shoes,1654.11,Debit Card,2021-10-19,Kanyon
I180353,C266134,Male,22,Shoes,1385.13,Cash,2021-10-19,Istinye Park
I259993,C323893,Female,18,Clothing,1141.1,Debit Card,2021-10-19,Kanyon
I671331,C117116,Male,31,Toys,483.14,Debit Card,2021-10-19,Forum Istanbul
I551545,C330793,Male,48,Clothing,2395.85,Credit Card,2021-10-19,Metrocity
I276426,C152639,Male,57,Food & Beverage,128.56,Credit Card,2021-10-19,Kanyon
I116025,C114463,Male,38,Shoes,2773.96,Cash,2021-10-19,Mall of Istanbul
I340197,C324834,Male,55,Clothing,1467.33,Debit Card,2021-10-19,Forum Istanbul
I302022,C730548,Female,36,Cosmetics,386.12,Cash,2021-10-19,Istinye Park
I100664,C603641,Male,62,Clothing,1479.15,Debit Card,2021-10-19,Mall of Istanbul
I337563,C333537,Female,41,Food & Beverage,88.87,Cash,2021-10-19,Mall of Istanbul
I259734,C433906,Male,56,Books,401.27,Cash,2021-10-19,Emaar Square Mall
I596843,C155679,Male,33,Technology,1026.02,Credit Card,2021-10-19,Kanyon
I198329,C103965,Female,61,Clothing,2595.54,Debit Card,2021-10-19,Istinye Park
I236963,C148551,Female,63,Toys,269.54,Cash,2021-10-19,Emaar Square Mall
I810842,C322789,Male,42,Souvenir,80.34,Credit Card,2021-10-19,Kanyon
I289478,C287324,Female,48,Clothing,2179.28,Cash,2021-10-19,Mall of Istanbul
I104253,C311913,Male,21,Shoes,1592.41,Debit Card,2021-10-19,Mall of Istanbul
I248186,C333052,Male,60,Food & Beverage,124.39,Credit Card,2021-10-19,Emaar Square Mall
I990961,C179042,Female,60,Cosmetics,325.36,Cash,2021-10-19,Viaport Outlet
I248094,C328486,Male,37,Books,174.97,Debit Card,2021-10-19,Kanyon
I240027,C116568,Male,27,Books,356.09,Credit Card,2021-10-19,Metropol AVM
I156606,C404586,Female,47,Shoes,2153.05,Credit Card,2021-10-19,Zorlu Center
I946858,C266378,Female,24,Clothing,1018.48,Cash,2021-10-19,Metrocity
I177052,C105815,Female,20,Food & Beverage,99.3,Cash,2021-10-19,Istinye Park
I104849,C182707,Female,38,Clothing,2586.07,Credit Card,2021-10-19,Kanyon
I160748,C162515,Female,56,Clothing,1128.4,Debit Card,2021-10-19,Forum Istanbul
I153204,C133658,Female,61,Food & Beverage,116.26,Credit Card,2021-10-19,Mall of Istanbul
I788763,C200345,Female,52,Toys,728.74,Credit Card,2021-10-19,Kanyon
I237493,C785553,Male,56,Souvenir,178.38,Debit Card,2021-10-19,Kanyon
I275202,C455031,Male,48,Souvenir,239.04,Credit Card,2021-10-19,Kanyon
I272987,C196600,Female,59,Clothing,1648.57,Debit Card,2021-10-19,Mall of Istanbul
I304472,C159865,Female,30,Clothing,1577.59,Cash,2021-10-19,Emaar Square Mall
I194081,C306138,Female,25,Clothing,1649.37,Credit Card,2021-10-19,Forum Istanbul
I201601,C161674,Male,24,Toys,472.32,Cash,2021-10-19,Kanyon
I125657,C107234,Male,68,Clothing,1392.02,Cash,2021-10-19,Zorlu Center
I715916,C470809,Male,69,Shoes,1492.88,Debit Card,2021-10-19,Kanyon
I174575,C154102,Male,60,Technology,1043.33,Debit Card,2021-10-19,Mall of Istanbul
I223733,C170628,Male,47,Toys,693.21,Cash,2021-10-19,Kanyon
I953889,C845264,Male,48,Souvenir,131.05,Cash,2021-10-19,Mall of Istanbul
I219506,C305888,Male,41,Shoes,2095.68,Debit Card,2021-10-19,Mall of Istanbul
I734495,C152192,Female,51,Cosmetics,632.83,Credit Card,2021-10-19,Metropol AVM
I117923,C109865,Male,21,Cosmetics,294.48,Cash,2021-10-19,Zorlu Center
I327908,C290530,Female,52,Cosmetics,670.59,Credit Card,2021-10-19,Cevahir AVM
I202094,C163795,Female,37,Books,306.44,Credit Card,2021-10-19,Kanyon
I157425,C332169,Female,64,Toys,186.6,Cash,2021-10-19,Kanyon
I132011,C182711,Female,56,Food & Beverage,93.91,Cash,2021-10-19,Kanyon
I153877,C304135,Female,29,Toys,726.0,Cash,2021-10-19,Kanyon
I139529,C943174,Female,43,Toys,631.13,Debit Card,2021-10-19,Istinye Park
I125029,C131131,Male,45,Cosmetics,897.0,Credit Card,2021-10-19,Viaport Outlet
I203797,C162588,Female,23,Technology,530.17,Cash,2021-10-19,Metrocity
I100033,C278721,Male,56,Food & Beverage,69.92,Credit Card,2021-10-19,Zorlu Center
I104937,C257041,Female,26,Clothing,1200.11,Cash,2021-10-19,Metrocity
I204071,C231659,Male,34,Cosmetics,893.62,Debit Card,2021-10-19,Metropol AVM
I322463,C461435,Female,44,Food & Beverage,135.05,Credit Card,2021-10-20,Forum Istanbul
I165963,C355148,Female,35,Shoes,2209.44,Credit Card,2021-10-20,Mall of Istanbul
I245530,C281130,Male,50,Clothing,1011.48,Debit Card,2021-10-20,Cevahir AVM
I243262,C112343,Female,62,Shoes,1225.76,Credit Card,2021-10-20,Kanyon
I248732,C312034,Male,54,Technology,3870.48,Debit Card,2021-10-20,Forum Istanbul
I260891,C223853,Female,30,Clothing,2968.14,Debit Card,2021-10-20,Metrocity
I173978,C786708,Female,20,Souvenir,170.19,Credit Card,2021-10-20,Mall of Istanbul
I168784,C138531,Male,36,Technology,1256.52,Cash,2021-10-20,Metrocity
I146208,C188032,Female,66,Technology,2161.26,Credit Card,2021-10-20,Istinye Park
I257836,C134141,Male,38,Food & Beverage,108.0,Credit Card,2021-10-20,Mall of Istanbul
I153992,C148888,Female,65,Shoes,2495.47,Credit Card,2021-10-20,Emaar Square Mall
I282550,C183490,Female,20,Clothing,2507.45,Debit Card,2021-10-20,Istinye Park
I776863,C248359,Female,66,Shoes,2596.73,Cash,2021-10-20,Forum Istanbul
I111176,C905711,Male,39,Food & Beverage,129.15,Credit Card,2021-10-20,Istinye Park
I251056,C309898,Female,33,Food & Beverage,103.22,Credit Card,2021-10-20,Mall of Istanbul
I238784,C277137,Female,48,Cosmetics,775.54,Debit Card,2021-10-20,Mall of Istanbul
I208052,C968847,Female,65,Clothing,2396.65,Credit Card,2021-10-20,Emaar Square Mall
I132001,C732663,Male,59,Food & Beverage,128.1,Credit Card,2021-10-20,Metropol AVM
I875030,C241204,Male,48,Books,449.85,Credit Card,2021-10-20,Mall of Istanbul
I314982,C153694,Male,47,Cosmetics,537.76,Cash,2021-10-20,Kanyon
I179564,C553048,Female,61,Books,398.1,Credit Card,2021-10-20,Cevahir AVM
I836701,C233700,Female,37,Food & Beverage,149.37,Cash,2021-10-20,Kanyon
I188480,C886989,Male,45,Clothing,2544.91,Cash,2021-10-20,Metrocity
I126154,C335403,Female,66,Cosmetics,681.11,Credit Card,2021-10-20,Kanyon
I495331,C102085,Male,20,Souvenir,269.18,Cash,2021-10-20,Zorlu Center
I238037,C216704,Male,56,Clothing,1998.23,Cash,2021-10-20,Kanyon
I228133,C270625,Male,49,Cosmetics,631.51,Cash,2021-10-20,Metrocity
I809895,C200927,Female,20,Clothing,2869.62,Cash,2021-10-20,Kanyon
I141958,C312690,Male,21,Food & Beverage,56.01,Cash,2021-10-20,Mall of Istanbul
I954096,C293701,Male,33,Toys,183.39,Cash,2021-10-20,Forum Istanbul
I134411,C404528,Female,20,Clothing,2769.15,Cash,2021-10-20,Zorlu Center
I234713,C204781,Male,38,Shoes,2623.42,Cash,2021-10-20,Emaar Square Mall
I292472,C330293,Female,30,Books,384.04,Debit Card,2021-10-20,Mall of Istanbul
I141277,C192451,Male,41,Cosmetics,399.13,Debit Card,2021-10-20,Metrocity
I854493,C100987,Female,62,Food & Beverage,97.71,Credit Card,2021-10-20,Kanyon
I229921,C988796,Male,51,Cosmetics,161.81,Cash,2021-10-20,Istinye Park
I262421,C111570,Male,30,Toys,201.86,Credit Card,2021-10-20,Mall of Istanbul
I687395,C144225,Male,61,Souvenir,241.11,Debit Card,2021-10-20,Metrocity
I354042,C797955,Female,63,Cosmetics,264.08,Cash,2021-10-20,Istinye Park
I946392,C198136,Female,56,Food & Beverage,119.41,Cash,2021-10-20,Mall of Istanbul
I365426,C166106,Female,47,Shoes,2182.04,Cash,2021-10-20,Zorlu Center
I797307,C273092,Male,25,Cosmetics,283.28,Cash,2021-10-20,Metropol AVM
I178200,C213651,Female,27,Books,205.13,Cash,2021-10-20,Kanyon
I567016,C306092,Female,61,Clothing,1998.4,Cash,2021-10-20,Cevahir AVM
I265362,C212501,Male,49,Food & Beverage,58.6,Credit Card,2021-10-20,Mall of Istanbul
I337982,C170653,Male,42,Cosmetics,927.36,Cash,2021-10-20,Kanyon
I447904,C278050,Male,26,Clothing,1117.16,Debit Card,2021-10-20,Metropol AVM
I563195,C187346,Male,64,Clothing,2995.82,Credit Card,2021-10-20,Kanyon
I205796,C248851,Female,43,Toys,275.43,Cash,2021-10-20,Mall of Istanbul
I233208,C151979,Male,19,Clothing,2238.93,Cash,2021-10-20,Cevahir AVM
I214080,C135654,Female,21,Shoes,2951.72,Debit Card,2021-10-20,Kanyon
I264981,C466233,Female,23,Food & Beverage,147.51,Credit Card,2021-10-20,Kanyon
I270766,C150019,Male,22,Food & Beverage,108.8,Credit Card,2021-10-20,Cevahir AVM
I350731,C135362,Female,68,Shoes,1354.89,Debit Card,2021-10-20,Istinye Park
I306449,C110579,Female,44,Clothing,1776.82,Credit Card,2021-10-20,Forum Istanbul
I831918,C173522,Male,32,Clothing,2145.58,Debit Card,2021-10-20,Forum Istanbul
I988064,C979197,Male,53,Clothing,1542.69,Credit Card,2021-10-20,Istinye Park
I125093,C273108,Male,22,Clothing,1637.02,Cash,2021-10-20,Metrocity
I210960,C388472,Female,46,Shoes,1287.9,Credit Card,2021-10-20,Mall of Istanbul
I306190,C337128,Female,33,Cosmetics,742.15,Credit Card,2021-10-20,Mall of Istanbul
I264283,C336325,Male,61,Books,237.46,Credit Card,2021-10-20,Viaport Outlet
I160755,C216948,Male,67,Food & Beverage,80.53,Cash,2021-10-20,Zorlu Center
I166538,C953480,Female,19,Shoes,1103.55,Cash,2021-10-20,Mall of Istanbul
I269268,C199780,Female,66,Clothing,2497.7,Credit Card,2021-10-20,Kanyon
I108621,C194372,Male,67,Shoes,1425.2,Debit Card,2021-10-20,Metropol AVM
I306827,C279536,Female,31,Food & Beverage,132.63,Credit Card,2021-10-20,Emaar Square Mall
I155226,C151242,Female,67,Technology,1311.27,Credit Card,2021-10-20,Mall of Istanbul
I279474,C650459,Male,49,Cosmetics,626.67,Cash,2021-10-20,Istinye Park
I142446,C119570,Male,56,Shoes,1604.64,Credit Card,2021-10-20,Forum Istanbul
I195614,C103634,Female,28,Food & Beverage,65.13,Cash,2021-10-20,Istinye Park
I565673,C334944,Female,19,Souvenir,147.39,Credit Card,2021-10-20,Mall of Istanbul
I102653,C144135,Female,33,Clothing,1999.24,Cash,2021-10-20,Kanyon
I708050,C292374,Male,31,Clothing,1982.96,Credit Card,2021-10-20,Kanyon
I224515,C136598,Male,47,Technology,4008.23,Cash,2021-10-20,Mall of Istanbul
I169439,C327887,Female,51,Technology,2838.54,Cash,2021-10-20,Viaport Outlet
I258931,C254022,Male,19,Cosmetics,573.01,Credit Card,2021-10-20,Emaar Square Mall
I169255,C306714,Female,36,Cosmetics,465.73,Cash,2021-10-20,Metrocity
I887181,C776501,Female,29,Clothing,2681.79,Cash,2021-10-20,Metrocity
I118258,C288084,Male,26,Souvenir,280.76,Debit Card,2021-10-20,Kanyon
I144705,C912055,Male,59,Cosmetics,841.9,Cash,2021-10-20,Kanyon
I841688,C621001,Male,20,Clothing,2884.02,Cash,2021-10-20,Metrocity
I281365,C206111,Female,37,Clothing,1950.95,Debit Card,2021-10-20,Kanyon
